22/03/2017,Utah Jazz,New York Knicks
23/03/2017,Brooklyn Nets,Phoenix Suns
23/03/2017,Miami Heat,Toronto Raptors
23/03/2017,Dallas Mavericks,Los Angeles Clippers
23/03/2017,San Antonio Spurs,Memphis Grizzlies
23/03/2017,Portland Trail Blazers,New York Knicks
24/03/2017,Charlotte Hornets,Cleveland Cavaliers
24/03/2017,Indiana Pacers,Denver Nuggets
24/03/2017,Orlando Magic,Detroit Pistons
24/03/2017,Washington Wizards,Brooklyn Nets
24/03/2017,Boston Celtics,Phoenix Suns
24/03/2017,Chicago Bulls,Philadelphia 76ers
24/03/2017,Houston Rockets,New Orleans Pelicans
24/03/2017,Milwaukee Bucks,Atlanta Hawks
24/03/2017,Golden State Warriors,Sacramento Kings
24/03/2017,Los Angeles Lakers,Minnesota Timberwolves
25/03/2017,Los Angeles Clippers,Utah Jazz
25/03/2017,Cleveland Cavaliers,Washington Wizards
25/03/2017,Dallas Mavericks,Toronto Raptors
25/03/2017,San Antonio Spurs,New York Knicks
25/03/2017,Portland Trail Blazers,Minnesota Timberwolves
26/03/2017,Atlanta Hawks,Brooklyn Nets
26/03/2017,Charlotte Hornets,Phoenix Suns
26/03/2017,Houston Rockets,Oklahoma City Thunder
26/03/2017,Los Angeles Clippers,Sacramento Kings
26/03/2017,Milwaukee Bucks,Chicago Bulls
26/03/2017,Boston Celtics,Miami Heat
26/03/2017,Indiana Pacers,Philadelphia 76ers
26/03/2017,Denver Nuggets,New Orleans Pelicans
26/03/2017,Golden State Warriors,Memphis Grizzlies
26/03/2017,Los Angeles Lakers,Portland Trail Blazers
27/03/2017,New York Knicks,Detroit Pistons
27/03/2017,Toronto Raptors,Orlando Magic
27/03/2017,San Antonio Spurs,Cleveland Cavaliers
27/03/2017,Dallas Mavericks,Oklahoma City Thunder
27/03/2017,Sacramento Kings,Memphis Grizzlies
27/03/2017,Utah Jazz,New Orleans Pelicans
28/03/2017,Charlotte Hornets,Milwaukee Bucks
28/03/2017,Indiana Pacers,Minnesota Timberwolves
28/03/2017,Atlanta Hawks,Phoenix Suns
28/03/2017,Brooklyn Nets,Philadelphia 76ers
28/03/2017,Detroit Pistons,Miami Heat
28/03/2017,Houston Rockets,Golden State Warriors
28/03/2017,Portland Trail Blazers,Denver Nuggets
28/03/2017,Los Angeles Lakers,Washington Wizards
29/03/2017,Orlando Magic,Oklahoma City Thunder
29/03/2017,Philadelphia 76ers,Atlanta Hawks
29/03/2017,Boston Celtics,Milwaukee Bucks
29/03/2017,New York Knicks,Miami Heat
29/03/2017,Toronto Raptors,Charlotte Hornets
29/03/2017,Memphis Grizzlies,Indiana Pacers
29/03/2017,New Orleans Pelicans,Dallas Mavericks
29/03/2017,San Antonio Spurs,Golden State Warriors
29/03/2017,Los Angeles Clippers,Washington Wizards
29/03/2017,Sacramento Kings,Utah Jazz
30/03/2017,Detroit Pistons,Brooklyn Nets
30/03/2017,Chicago Bulls,Cleveland Cavaliers
30/03/2017,Minnesota Timberwolves,Los Angeles Lakers
30/03/2017,Phoenix Suns,Los Angeles Clippers
30/03/2017,Portland Trail Blazers,Houston Rockets
31/03/2017,Charlotte Hornets,Denver Nuggets
31/03/2017,Toronto Raptors,Indiana Pacers
31/03/2017,Boston Celtics,Orlando Magic
31/03/2017,Cleveland Cavaliers,Philadelphia 76ers
31/03/2017,Memphis Grizzlies,Dallas Mavericks
31/03/2017,Miami Heat,New York Knicks
31/03/2017,Milwaukee Bucks,Detroit Pistons
31/03/2017,New Orleans Pelicans,Sacramento Kings
31/03/2017,Utah Jazz,Washington Wizards
31/03/2017,Oklahoma City Thunder,San Antonio Spurs
31/03/2017,Golden State Warriors,Houston Rockets
01/04/2017,Los Angeles Clippers,Los Angeles Lakers
01/04/2017,Chicago Bulls,Atlanta Hawks
01/04/2017,Brooklyn Nets,Orlando Magic
01/04/2017,Minnesota Timberwolves,Sacramento Kings
01/04/2017,Portland Trail Blazers,Phoenix Suns
02/04/2017,New York Knicks,Boston Celtics
02/04/2017,Oklahoma City Thunder,Charlotte Hornets
02/04/2017,Los Angeles Lakers,Memphis Grizzlies
02/04/2017,Milwaukee Bucks,Dallas Mavericks
02/04/2017,San Antonio Spurs,Utah Jazz
02/04/2017,Brooklyn Nets,Atlanta Hawks
02/04/2017,Cleveland Cavaliers,Indiana Pacers
02/04/2017,Miami Heat,Denver Nuggets
02/04/2017,New Orleans Pelicans,Chicago Bulls
02/04/2017,Toronto Raptors,Philadelphia 76ers
02/04/2017,Golden State Warriors,Washington Wizards
02/04/2017,Phoenix Suns,Houston Rockets
04/04/2017,Cleveland Cavaliers,Orlando Magic
04/04/2017,Indiana Pacers,Toronto Raptors
04/04/2017,Philadelphia 76ers,Brooklyn Nets
04/04/2017,Washington Wizards,Charlotte Hornets
04/04/2017,New Orleans Pelicans,Denver Nuggets
04/04/2017,New York Knicks,Chicago Bulls
04/04/2017,Oklahoma City Thunder,Milwaukee Bucks
04/04/2017,San Antonio Spurs,Memphis Grizzlies
04/04/2017,Golden State Warriors,Minnesota Timberwolves
04/04/2017,Sacramento Kings,Dallas Mavericks
04/04/2017,Utah Jazz,Portland Trail Blazers
05/04/2017,Charlotte Hornets,Miami Heat
05/04/2017,Detroit Pistons,Toronto Raptors
05/04/2017,Boston Celtics,Cleveland Cavaliers
05/04/2017,Houston Rockets,Denver Nuggets
05/04/2017,Memphis Grizzlies,Oklahoma City Thunder
05/04/2017,San Antonio Spurs,Los Angeles Lakers
05/04/2017,Phoenix Suns,Golden State Warriors
05/04/2017,Los Angeles Clippers,Dallas Mavericks
06/04/2017,Indiana Pacers,Milwaukee Bucks
06/04/2017,Orlando Magic,Brooklyn Nets
06/04/2017,Philadelphia 76ers,Chicago Bulls
06/04/2017,New York Knicks,Washington Wizards
06/04/2017,Atlanta Hawks,Boston Celtics
06/04/2017,Portland Trail Blazers,Minnesota Timberwolves
07/04/2017,Cleveland Cavaliers,Atlanta Hawks
07/04/2017,Toronto Raptors,Miami Heat
07/04/2017,Houston Rockets,Detroit Pistons
07/04/2017,Memphis Grizzlies,New York Knicks
07/04/2017,Dallas Mavericks,San Antonio Spurs
07/04/2017,Denver Nuggets,New Orleans Pelicans
07/04/2017,Utah Jazz,Minnesota Timberwolves
07/04/2017,Phoenix Suns,Oklahoma City Thunder
07/04/2017,Los Angeles Lakers,Sacramento Kings
08/04/2017,Brooklyn Nets,Chicago Bulls
08/04/2017,Charlotte Hornets,Boston Celtics
08/04/2017,Orlando Magic,Indiana Pacers
08/04/2017,Philadelphia 76ers,Milwaukee Bucks
08/04/2017,Washington Wizards,Miami Heat
08/04/2017,San Antonio Spurs,Los Angeles Clippers
08/04/2017,Portland Trail Blazers,Utah Jazz
08/04/2017,Golden State Warriors,New Orleans Pelicans
09/04/2017,New York Knicks,Toronto Raptors
09/04/2017,Atlanta Hawks,Cleveland Cavaliers
09/04/2017,Denver Nuggets,Oklahoma City Thunder
09/04/2017,Memphis Grizzlies,Detroit Pistons
09/04/2017,Phoenix Suns,Dallas Mavericks
09/04/2017,Sacramento Kings,Houston Rockets
09/04/2017,Los Angeles Lakers,Minnesota Timberwolves
10/04/2017,Philadelphia 76ers,Indiana Pacers
10/04/2017,Boston Celtics,Brooklyn Nets
10/04/2017,Miami Heat,Cleveland Cavaliers
10/04/2017,Chicago Bulls,Orlando Magic
10/04/2017,Detroit Pistons,Washington Wizards
10/04/2017,Milwaukee Bucks,Charlotte Hornets
10/04/2017,Portland Trail Blazers,San Antonio Spurs
10/04/2017,Golden State Warriors,Utah Jazz
10/04/2017,Los Angeles Clippers,Houston Rockets
11/04/2017,Atlanta Hawks,Charlotte Hornets
11/04/2017,Minnesota Timberwolves,Oklahoma City Thunder
11/04/2017,Dallas Mavericks,Denver Nuggets
11/04/2017,Los Angeles Lakers,New Orleans Pelicans
11/04/2017,Sacramento Kings,Phoenix Suns
12/04/2017,Boston Celtics,Milwaukee Bucks
12/04/2017,Chicago Bulls,Brooklyn Nets
12/04/2017,Cleveland Cavaliers,Toronto Raptors
12/04/2017,Houston Rockets,Minnesota Timberwolves
12/04/2017,Indiana Pacers,Atlanta Hawks
12/04/2017,Memphis Grizzlies,Dallas Mavericks
12/04/2017,Miami Heat,Washington Wizards
12/04/2017,New York Knicks,Philadelphia 76ers
12/04/2017,Oklahoma City Thunder,Denver Nuggets
12/04/2017,Orlando Magic,Detroit Pistons
12/04/2017,Utah Jazz,San Antonio Spurs
12/04/2017,Golden State Warriors,Los Angeles Lakers
12/04/2017,Los Angeles Clippers,Sacramento Kings
12/04/2017,Portland Trail Blazers,New Orleans Pelicans
